"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","PubMed ID","Document Type","Publication Stage","Open Access","Source","EID"
"Simchenko N.A.; Tsohla S.Y.; Chyvatkin P.P.","Simchenko, N.A. (36176174500); Tsohla, S.Y. (57200814949); Chyvatkin, P.P. (57205201555)","36176174500; 57200814949; 57205201555","IoT & digital twins concept integration effects on supply chain strategy: Challenges and effect","2019","International Journal of Supply Chain Management","8","6","","803","808","5","19","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077698420&partnerID=40&md5=3b0cfa41d1c20dc89c75c78a5fd3f47f","IoT is set to revolutionize the supply chain-both in terms of its operational efficiencies and revenue opportunities-by making it transparent. This paper is devoted to the investigation of the challenges and effects of IoT and Digital Twins integration. The goal is to ensure the formation of a methodological basis for calculating the cumulative effect of the accelerated implementation of digital twins, which should become a source of reserved growth and increase the competitiveness of a modern industrial enterprise. Our study revealed that in the context of the modern digital transformation of industry, these concepts are mutually penetrating and complementary for two reasons: 1) Big Data being the basis of IoT implementation are not valuable in themselves, since they are characterized by the lack of systematization of huge data arrays presented in different metrics. Big Data gain value in solving specific business problems; 2) The digital transformation of industry determines the shift in the value of the assets of a company towards such a specific asset as Digital Twins. In this regard, IoT should be considered as one of the environments for creating the most valuable asset of companies in a digital economy - Digital Twins. From a methodological point of view, the integration of these concepts allows us to form several intermediate digital standardization forms within the continuum ""standardization - technological breakthrough"". © ExcelingTech Pub, UK.","","Article","Final","","Scopus","2-s2.0-85077698420"
"Xiang F.; Huang Y.; Zhang Z.; Jiang G.; Zuo Y.; Tao F.","Xiang, Feng (54394392500); Huang, Yuanyuan (57206437777); Zhang, Zhi (56068946900); Jiang, Guozhang (55600320900); Zuo, Ying (56165746800); Tao, Fei (12141248300)","54394392500; 57206437777; 56068946900; 55600320900; 56165746800; 12141248300","New paradigm of green manufacturing for product life cycle based on digital twin; [基于数字孪生的产品生命周期绿色制造新模式]","2019","Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS","25","6","","1505","1514","9","25","10.13196/j.cims.2019.06.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072181645&doi=10.13196%2fj.cims.2019.06.018&partnerID=40&md5=18b89a080b1ff9c8e150aa2486c2d9da","With the increasing enhancement of people's consciousness of sustainable development, the traditional manufacturing industry is deeply remolding and transforming into green, intelligent and service-oriented. Manufacturing enterprises had successively applied various advanced information technology (cloud computing, CPS, IoT, simulation modeling) to solve various problems in sustainable manufacturing. With the integration of physical world and virtual world centered on green features, a new paradigm of digital twin driven green manufacturing was proposed, and a five-dimensional digital twin model with green features was established to reconstruct the relationship between physical entities, virtual twins, data, interactive interfaces, services and the green characteristics of elements in green manufacturing process. Then, the application of green material selection, green disassembly, green recycling, green remanufacturing and reverse supply chain under the five-dimensional digital twin model were analyzed. The energy consumption management platform of product life cycle based on energy consumption feature extraction was validated. © 2019, Editorial Department of CIMS. All right reserved.","","Article","Final","","Scopus","2-s2.0-85072181645"
"Haag S.; Simon C.","Haag, Stefan (57213997933); Simon, Carlo (57208042085)","57213997933; 57208042085","Simulation of horizontal and vertical integration in digital twins","2019","Proceedings - European Council for Modelling and Simulation, ECMS","33","1","","284","289","5","9","10.7148/2019-0284","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068742668&doi=10.7148%2f2019-0284&partnerID=40&md5=62f5262a23f43cffd8f4104b79265d69","Horizontal integration describes the linkage of processes to simplify the flow of materials and information between different corporations. Vertical integration describes the connection or merging of processes between top and shop floors inside the very same organization to enable comprehensive possibilities for optimization, allowing – virtually as side effect – for the customized production of batch size one orders. Both fields offer interesting issues, for example how to gain insight into what kind of effects a possible transformation could have prior to conducting said transformation – maybe assembly of a new production line, reengineering of a supply chain or managing the change of a business process due to new market constraints. Alterations naturally come at a price, thus, testing the consequences by implementation is nearly always infeasible. To lessen the cost of change, transformations can be analyzed using digital twins – by modelling real world machinery, work pieces and processes, then simulating them and their interaction. The authors present a possibility to implement digital twins in arbitrary magnitude and level of detail. A web-based specification and simulation environment allows for modelling both high-level business processes and field level as well as activities across companies' borders, comprising everything between. ©ECMS Mauro Iacono, Francesco Palmieri, Marco Gribaudo, Massimo Ficco (Editors).","","Conference paper","Final","","Scopus","2-s2.0-85068742668"
"Moder P.; Ehm H.; Ramzy N.","Moder, Patrick (57215549746); Ehm, Hans (24334403600); Ramzy, Nour (57215545157)","57215549746; 24334403600; 57215545157","Digital Twin for Plan and Make Using Semantic Web Technologies – Extending the JESSI/SEMATECH MIMAC Standard to the Digital Reference","2020","Lecture Notes in Electrical Engineering","670 LNEE","","","24","32","8","5","10.1007/978-3-030-48602-0_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086066640&doi=10.1007%2f978-3-030-48602-0_3&partnerID=40&md5=4c9ada298769e8b8ea9e7034ec44ff69","This proposed research is concerned with developing an extension of the joint JESSI/SEMATECH standard MIMAC to the Digital Reference. It analyzes the capabilities of a Semantic Web based Digital Twin for the semiconductor supply chain Plan and Make processes. The long-term goal is an accelerated broad-scale digitalization of the entire supply chain. This incorporates benefits for fab simulation, inter-enterprise collaboration, inconsistency identification and knowledge transfer. Industry related use cases show the potential and allow an analysis of current difficulties. © The Author(s) 2020.","","Conference paper","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85086066640"
"Papazoglou M.P.","Papazoglou, Michael P. (7006568299)","7006568299","Metaprogramming environment for industry 4.0","2018","Proceedings - 2018 6th International Conference on Enterprise Systems, ES 2018","","","8588250","1","8","7","8","10.1109/ES.2018.00008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061305269&doi=10.1109%2fES.2018.00008&partnerID=40&md5=b7b9a1e7d3b5b8621207863dd0490c73","Industry 4.0 is blurring the lines between the physical, and digital spheres of global production systems. Industry 4.0 sets the foundations for a completely connected factories that are characterized by the digitization and interconnection of supply chains, production equipment and production lines, and the application of the latest advanced digital information technologies to manufacturing activities. To fully realize the promise of Industry 4.0, disparate manufacturing systems, devices, data and processes need to connect, communicate, and interoperate. This paper has dual purpose. It first introduces a model-based engineering that enables a concurrent, collaborative design process where users examine and define requirements, propose solution architectures, demonstrate and exchange ideas with stakeholders, and consider product feature tradeoffs. Subsequently, it proposes a novel programming paradigm and a flexible environment that helps developers develop design-to-production industrial automation solutions by employing structured higher-level modular software techniques. © 2018 IEEE.","","Conference paper","Final","","Scopus","2-s2.0-85061305269"
"Wilde A.; Theissen J.-H.","Wilde, Anja (57219568075); Theissen, Jan-Henner (57219570534)","57219568075; 57219570534","Departure of logisticsh; [Aufbruch der logistik]","2018","Fabriksoftware","23","3","","29","31","2","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093986499&partnerID=40&md5=09cbd56bdaba6c9224f25f25b4a5f6c1","A powerful cross-organizational collaboration within the global value chain will continue to be a major competitive advantage in the future. The way supply chains are managed today will no longer be sufficient tomorrow. Blockchain technology makes it possible to technologically map intermediary functions without manifesting the market power of just one central platform (intermediary). On the basis of Blockchain-technology, trusting (data-) networks are created across company boundaries. The technology will not solve all operational problems; however, it may help to secure processes and simplify communication. © 2018, G I T O Verlag. All rights reserved.","","Article","Final","","Scopus","2-s2.0-85093986499"
"Delfino L.R.; Garcia A.S.; De Moura R.L.","Delfino, Lorrainy Rembiski (57222815500); Garcia, Anilton Salles (7404608670); De Moura, Ralf Luis (57194112588)","57222815500; 7404608670; 57194112588","Industrial Internet of Things: Digital Twins","2019","2019 SBMO/IEEE MTT-S International Microwave and Optoelectronics Conference, IMOC 2019","","","9317591","","","","11","10.1109/IMOC43827.2019.9317591","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104061140&doi=10.1109%2fIMOC43827.2019.9317591&partnerID=40&md5=8f98077fcc021b493bef10548cab23eb","The Industrial Internet of Things (IIoT), contributes to the industrial sector by expanding its manufacturing processes with its modern devices and intelligent systems. Today, the industrial sector is in a race to increase the insertion of technologies in its supply chain and production activities. For this, IIoT uses tools like the Internet of Things (IoT), Big Data, Could Computing, Artificial Intelligence and, recently, the Digital Twins, theme of this article. This study intends to explore and discuss the particularities of Digital Twins and their fundamental characteristics for the development of their reference architecture model, such as their internal structure, runtime environment, semantic orientation, among other aspects.  © 2019 IEEE.","","Conference paper","Final","","Scopus","2-s2.0-85104061140"
"Li X.; Cao J.; Liu Z.; Luo X.","Li, Xiao (57215588133); Cao, Jiarou (57215573053); Liu, Zhenggang (56101623600); Luo, Xinggang (35787441800)","57215588133; 57215573053; 56101623600; 35787441800","Sustainable business model based on digital twin platform network: The inspiration from haier's case study in China","2020","Sustainability (Switzerland)","12","3","","","","","69","10.3390/su12030936","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081212815&doi=10.3390%2fsu12030936&partnerID=40&md5=9aba7def0b60d8f45fec0275c39afaf8","Sustainability and digitalization have become the main direction of transformation of enterprises. Building a digital twin platform network can provide enterprises with a comprehensive view of products, manufacture, supply chain, customer experience, and profitability, which is conducive to the construction of a sustainable business model. The purpose of this paper is to study how enterprises use digital twin platform networks to generate economic, social and environmental benefits in various dimensions and their coupling relationships. Based on the literature review, this paper constructs a five-dimensional framework of a sustainable business model, and analyses the coupling relationship between dimensions. Using Haier as a way to verify the five-dimensional framework, it explores the dynamic mechanism of the Haier digital twin platform network, constructs an integrated framework based on coupling perspective and compares it with other two home appliance enterprises. The study shows that, through the digital twin platform network, enterprises can remove the disadvantage of focusing on a single product life cycle, and form a comprehensive network, so as to promote overall sustainable upgrades. This paper draws generic strategies and digital transformation suggestions for enterprises to innovate the sustainable business model. The conclusion enriches the research on sustainable business models both theoretically and practically and provides a feasible reference for the transformation of enterprises in digital economy environment. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85081212815"
"Orozco-Romero A.; Arias-Portela C.Y.; Marmolejo-Saucedo J.A.","Orozco-Romero, Areli (57212009166); Arias-Portela, Claudia Yohana (57212008559); Marmolejo-Saucedo, Jose Antonio (57204678532)","57212009166; 57212008559; 57204678532","The Use of Agent-Based Models Boosted by Digital Twins in the Supply Chain: A Literature Review","2020","Advances in Intelligent Systems and Computing","1072","","","642","652","10","28","10.1007/978-3-030-33585-4_62","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075658802&doi=10.1007%2f978-3-030-33585-4_62&partnerID=40&md5=02a0ff8e52a40d70e599cac919f20242","Supply chain management has become an essential and integral part of business, it allows to reach out company’s success and customer satisfaction because it has the power to boost customer service, reduce operating costs and improve the financial standing of a company by keeping and improving competitive advantages. In the current market with a fiercer competition, shorter product life cycles, changes in technologies, and increasingly interconnected economies; supply chain management is boosted by means of mind-boggling technological innovations like Digital Twins and Agent-Based Model. Since supply chains are now building with increasingly complex and collaborative interdependencies, Agent-Based Models are an extremely useful tool when representing such relationships, to obtain a formal and more simplified description of a system (that can be as complex as the relationships between the agents of all the supply chain, from the supplier, the manufacturer, to the distributor of a product or service) and as an optimization technique for mitigation of risk. While Digital Twins are new solutions elements for enable real-time digital monitoring and control or an automatic decision maker with a higher efficiency and accuracy. © 2020, Springer Nature Switzerland AG.","","Conference paper","Final","","Scopus","2-s2.0-85075658802"
"Byfield R.","Byfield, Russell (6602581841)","6602581841","Smart midstream integration for CSG to LNG","2019","SPE/AAPG/SEG Asia Pacific Unconventional Resources Technology Conference 2019, APUR 2019","","","","","","","2","10.15530/ap-urtec-2019-198272","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085666212&doi=10.15530%2fap-urtec-2019-198272&partnerID=40&md5=96775a2f3b7b309b9905f4e9ad700e04","With today's current technologies it is possible to answer the question, ""What is my most profitable mode of operation for the next few hours, for the rest of today, tomorrow and beyond?"" With 'lower for longer' oil prices the need for enterprise wide optimization in the upstream and midstream oil & gas industry is greater than ever. The terms Digital Oil Field/Digital Gas Field/Digital Twin are being utilized to extol the virtue and value of big data analytics, model based asset optimization and supply chain optimization. These provide optimization solutions in ways not previously possible with multiple unintegrated systems, processes and procedures. Ad-hoc deployment of applications across multiple sites become difficult to integrate horizontally for management of safe and optimized operations and vertically up to Business ERP (enterprise resource planning) level to give useful and timely business insights. With careful planning coupled with deep OT (operations/operational technology) and process knowledge, an integrated enterprise wide supply chain and asset operations and management system can unlock significant hidden value. This is enabled by the correct and efficient integration of many systems and the efficient collection, management and use of huge amounts of data. As the industry needs to 'do more with less' getting this integration right to enable the desired outcomes and functionality is critical. This paper summarizes the current state of the art solutions, with examples, that enable optimized CSG/CBM (coal seam gas/coal bed methane) wells to LNG (liquified natural gas) plant process, asset and business management to deliver this functionality and these desired outcomes. Although applicable for all upstream to LNG supply chains this paper focuses on the unconventional CSG/CBM to LNG supply chain which has some specific issues not generally found in the conventional oil & gas supply chain. © 2019, Unconventional Resources Technology Conference (URTeC).","","Conference paper","Final","","Scopus","2-s2.0-85085666212"
"Dal Pont J.-P.; Debacq M.","Dal Pont, Jean-Pierre (55914481300); Debacq, Marie (21742139900)","55914481300; 21742139900","Process Industries 2: Digitalization, a New Key Driver for Industrial Management","2020","Process Industries 2: Digitalization, a New Key Driver for Industrial Management","","","","1","240","239","0","10.1002/9781119779698","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135285813&doi=10.1002%2f9781119779698&partnerID=40&md5=d4fe08e4e7c9cfad23461835cc2adfa7","As a result of knowledge exchange between the academic and industrial worlds, this book analyzes the process industries impacted by the digital revolution that accompanies the ongoing energy and environmental transitions. Process Industries 2 first discusses bio-industries and analyzes the development of products of microbial origin. It then studies all the stages of industrialization that facilitate the progress from research to the production of a finished product, as well as industrial management techniques. Using concrete examples, this book presents the instruments of the digital revolution (artificial intelligence, virtual reality, augmented reality, the Internet of Things, digital twins), while analyzing their impact on the supply chain and operators. Boxes within the book, written by recognized specialists, invite both students and professionals, who are faced with a changing world, to reflect on the industry and the world of tomorrow. © ISTE Ltd 2020.","","Book","Final","","Scopus","2-s2.0-85135285813"
"Mandolla C.; Petruzzelli A.M.; Percoco G.; Urbinati A.","Mandolla, Claudio (57208581492); Petruzzelli, Antonio Messeni (21743792400); Percoco, Gianluca (57193978772); Urbinati, Andrea (57194166860)","57208581492; 21743792400; 57193978772; 57194166860","Building a digital twin for additive manufacturing through the exploitation of blockchain: A case analysis of the aircraft industry","2019","Computers in Industry","109","","","134","152","18","320","10.1016/j.compind.2019.04.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065156908&doi=10.1016%2fj.compind.2019.04.011&partnerID=40&md5=f7b35a6a401e34fc3bb67a6f84f6a3ae","Blockchain is becoming a widespread digital technology that allows every transaction to be tracked in an inviolable way, hence making it possible to go back through the entire history of products and product components. Its idiosyncratic characteristics can be especially useful in the aircraft industry, a highly technologically-based sector, wherein manufacturers of components are governed by stringent technical standards, the aim of which is to certify and monitor the whole component production process. In addition, the sector makes significant use of additive manufacturing technologies to perform the rapid prototyping of product components, realized through the supply chain, hence reducing time-to-market, while ensuring quality and containing costs. Starting from these premises, the paper focuses on the phases characterizing the metal additive manufacturing process, in which a component for the aircraft industry can be produced and proposes a digital twin for additive manufacturing in the aircraft industry through the exploitation of Blockchain solutions. In doing so, the paper provides a conceptual answer to securing and organizing the data generated through an end-to-end additive manufacturing process in the aircraft industry and underlines how companies exploiting Blockchain can build secure and connected manufacturing infrastructure. © 2019 Elsevier B.V.","","Article","Final","","Scopus","2-s2.0-85065156908"
"Ameri F.; Sabbagh R.","Ameri, Farhad (12544631000); Sabbagh, Ramin (57193714420)","12544631000; 57193714420","Digital factories for capability modeling and visualization","2016","IFIP Advances in Information and Communication Technology","488","","","69","78","9","23","10.1007/978-3-319-51133-7_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016059293&doi=10.1007%2f978-3-319-51133-7_9&partnerID=40&md5=5ebad61a7d95a9fbc24823dce55b67dc","This paper introduces the concept of Digital Factory (DF) that can be used for representing the technological capabilities of manufacturing facilities. The DF, as the digital twin of physical facilities, replicates the facility in terms of installed machinery, material handling equipment, and layout. DF is supported by a formal ontology that describes the capabilities of the factory in a formal and machine-understandable fashion and enables capability quantification and visualization. Through exploring and querying the Digital Factories, companies can develop a deeper and more precise understanding of the technological capabilities of prospective suppliers, thus making more informed decisions when building supply chain partnerships. By creating their digital twins, small to medium-sized manufacturers can significantly improve their visibility in the virtual space. Digital Factories also enable automated supply chain formation. DF is introduced and discussed from a conceptual perspective in this paper. Also, a mathematical model for quantifying the processing capabilities of Digital Factories is introduced. © IFIP International Federation for Information Processing 2016. All rights reserved.","","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85016059293"
"","","","Rolls-Royce's PLM journey and growing digital transformation","2017","Manufacturing Engineering","159","3","","55","57","2","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032574223&partnerID=40&md5=94fa453dc95015784d645382f1651f6e","Rolls-Royce is working diligently to move into the Digital Age, a journey that it began in the early 2000s. Products the company delivers are highly engineered, complex systems. By 2004, the digital transformation was underway. Initial building blocks of its foundational manufacturing elements were rolled out, PLM CAD/CAM along with Teamcenter.  New product designs were being modeled in 3D, and data was being managed within Teamcenter. At the same time, the company rolled out the first stage of a new factory IT infrastructure, enabling the digital integration of internal manufacturing equipment. In 2013, Rolls-Royce began investigating opportunities to expand its digital transformation strategies to include integration across its global supply chain. The company partnered with UI LABS, an innovation accelerator based in Chicago, as a founding member of its proposal team for the DoD-sponsored Digital Manufacturing and Design Innovation Institute (DMDII). The company is now building upon its ever-growing foundational elements and expanding PLM into MBD and MBE.  When integrated across a product lifecycle and throughout the supply chain, MBD/MBE will help enable a full digitally integrated enterprise. The Digital Twin of the production facility combined with the digital product and process design enables virtual simulation, verification and optimization of the production flow for make, assembly and service operations.","","Article","Final","","Scopus","2-s2.0-85032574223"
"Ducrée J.; Gravitt M.; Walshe R.; Bartling S.; Etzrodt M.; Harrington T.","Ducrée, Jens (6602450030); Gravitt, Max (58723453000); Walshe, Ray (16033597800); Bartling, Sönke (58722653600); Etzrodt, Martin (58723179400); Harrington, Tomás (55602456700)","6602450030; 58723453000; 16033597800; 58722653600; 58723179400; 55602456700","Open Platform Concept for Blockchain-Enabled Crowdsourcing of Technology Development and Supply Chains","2020","Frontiers in Blockchain","3","","586525","","","","10","10.3389/fbloc.2020.586525","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108786237&doi=10.3389%2ffbloc.2020.586525&partnerID=40&md5=bc5c2b3324f5636466504d7a49ea81e8","We outline the concept of an open technology platform that builds upon a publicly accessible library of fluidic designs, manufacturing processes, and experimental characterization, as well as virtualization by a “digital twin” based on modeling, simulation, and cloud computing. Backed by the rapidly emerging Web3 technology “Blockchain,” we significantly extend traditional approaches to effectively incentivize broader participation by an interdisciplinary “value network” of diverse players. Ranging from skilled individuals (the “citizen scientist” and the “garage entrepreneur”) and more established research institutions to companies with their infrastructures, equipment, and services, the novel platform approach enables all stakeholders to jointly contribute to value creation along more decentralized supply chain designs including research and technology development (RTD). A blockchain-enabled token economy efficiently leverages the “Wisdom of the Crowds” and secures “trust” and transparency by reputation systems requiring “skin in the game” from contributors. Prediction markets are created for guiding decision making, planning, and allocation of funding; competitive parallelization of work and its validation from independent participants substantially enhances quality, credibility, and speed of project outcomes in the real world along the entire path from RTD, fabrication, and testing to eventual commercialization. This novel, Blockchain-backed, open platform concept can be led by a corporation, academic entity, a loosely organized group, or even “chieflessly” within a smart-contract encoded Decentralized Autonomous Organization (DAO). The proposed strategy is particularly attractive for highly interdisciplinary fields like microfluidic Lab-on-a-Chip systems in the context of manifold applications in the Life Sciences. As an exemplar, we outline the centrifugal “Lab-on-a-Disc” technology. Rather than engaging in all sub-disciplines themselves, many smaller, highly innovative actors can focus on strengthening the product component distinguishing their unique selling point (USP), e.g., a particular bioassay, detection scheme, or application scenario. In this effort, system integrators access underlying commons like fluidic design, manufacture, instrumentation, and software from a more resilient and diversified supply chain, e.g., based on a verified pool of community-endorsed or certified providers. Copyright © 2020 Ducrée, Gravitt, Walshe, Bartling, Etzrodt and Harrington.","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85108786237"
"","","","24th Summer School Francesco Turco, 2019","2019","Proceedings of the Summer School Francesco Turco","1","","","","","530","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081588612&partnerID=40&md5=4a02ecc087159765f0d5d86ef9f8649c","The proceedings contain 73 papers. The special focus in this conference is on Summer School Francesco Turco. The topics include: A framework for real-time stress evaluation in Industry 4.0 manual assembly stations; enabling technologies, impacts and challenges of “industry 4.0” in the manufacturing context: Some insights from a preliminary literature review; a machine state-based digital twin development methodology; exploring the benefits of productization in public services utilities; asset reliability though social network analysis: A framework proposal; an enhanced approach for implementing risk-based maintenance in a total productive maintenance perspective; investigating information and data criticality in asset management decision-making process; a maintenance policy selection method enhanced by industry 4.0 technologies; data-driven prognostics: From an offline and supervised analysis to an innovative, online and unsupervised methodology; bespoke supply chains: Transforming luxury fashion supply chains; an adapted discrete firefly algorithm for routing order pickers in manual warehouses; data-driven models to deal with data scarcity in warehousing system design; Alignment between Supply Chain Strategies (SCS) and Information Systems (ISs) in the fashion industry: Preliminary results of an empirical research; Rating the quality of logistics real estate: Insights from an empirical investigation in UK and Italy; analysing the impact of logistics on cross border investments to China; the interaction between lean production and industry 4.0: Mapping the current state of literature and highlighting gaps; facing the challenges of the future through the synergetic adoption of industry 4.0 and lean manufacturing; industry 4.0 and its applications in the healthcare sector: A sistematic review.","","Conference review","Final","","Scopus","2-s2.0-85081588612"
"","","","9th International Workshop of Advanced Manufacturing and Automation, IWAMA 2019","2020","Lecture Notes in Electrical Engineering","634 LNEE","","","","","677","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078442851&partnerID=40&md5=af814e3b1fb4e02eb2be73aaff16fb6a","The proceedings contain 84 papers. The special focus in this conference is on Advanced Manufacturing and Automation. The topics include: Game Theory in the Fashion Industry: How Can H&M Use Game Theory to Determine Their Marketing Strategy?; Determine Reducing Sugar Content in Potatoes Using Hyperspectral Combined with VISSA Algorithm; maintenance Advisor Using Secondary-Uncertainty-Varying Type-2 Fuzzy Logic System for Offshore Power Systems; smart Maintenance in Asset Management – Application with Deep Learning; optimization of Technological Processes at Production Sites Based on Digital Modeling; harvesting Path Planning of Selective Harvesting Robot for White Asparagus; intelligent Workshop Digital Twin Virtual Reality Fusion and Application; solving the Location Problem of Printers in a University Campus Using p-Median Location Model and AnyLogic Simulation; a Stochastic Closed-Loop Supply Chain Network Optimization Problem Considering Flexible Network Capacity; research on Task Scheduling Design of Multi-task System in Massage Chair Function Detection; effect of Cerium on Microstructure and Friction of MoS2 Coating; research on Data Encapsulation Model for Memory Management; survey and Planning of High-Payload Human-Robot Collaboration: Multi-modal Communication Based on Sensor Fusion; the Innovative Development and Application of New Energy Vehicles Industry from the Perspective of Game Theory; Structural Damage Detection of Elevator Steel Plate Using GNARX Model; monte Carlo Simulation of Nanoparticle Coagulation in a Turbulent Planar Impinging Jet Flow; application Analysis of Contourlet Transform in Image Denoising of Flue-Cured Tobacco Leaves; development Status of Balanced Technology of Battery Management System of Electric Vehicle; wear Mechanism of Curved-Surface Subsoiler Based on Discrete Element Method; preface.","","Conference review","Final","","Scopus","2-s2.0-85078442851"
"","","","11th Advanced Doctoral Conference on Computing, Electrical and Industrial Systems, DoCEIS 2020","2020","IFIP Advances in Information and Communication Technology","577","","","","","453","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084803841&partnerID=40&md5=1ffa7f332970ba123fa45014a1d7a526","The proceedings contain 44 papers. The special focus in this conference is on Computing, Electrical and Industrial Systems. The topics include: Cooperative Communication Mechanisms Applied to Wireless Sensor Network; probabilistic Network Coding for Reliable Wireless Sensor Networks; joint Channel and Information Estimation on Symbol Decomposition-Based Secure Point-to-Point Communications; self-interference in Multi-tap Channels for Full-Duplex Wireless Systems; Distributed Approach to Traffic Management Automation Implemented According to IEC 61499; Formal Verification of IEC 61499 Enhanced with Timed Events; thin Film Refractive Index and Thickness; the Role of Digital Twins in Collaborative Cyber-Physical Systems; production Process Modelling Architecture to Support Improved Cyber-Physical Production Systems; towards a Reference Model for Mass Collaborative Learning; the Impact of Additive Manufacturing on Supply Chain Resilience; big Data Acquisition Architecture: An Industry 4.0 Approach; study of Electric Field Emissions in Wireless Energy Transfer; Scenario Reduction for Stochastic Optimization Applied to Short-Term Trading of PV Power; model Predictive Current Control of Switched Reluctance Motor Drive: An Initial Study; A Simple Analysis to Determine the Limits of a CMOS Technology to Implement SC DC-DC Converters; prospects for the Improvement of Energy Performance in Agroindustry Using Phase Change Materials; modeling of Asymmetric Supercapacitor Cells Based on Electrode’s Laboratorial Tests Data; Design of a SFCL with an Inductive Stage in Series with a Resistive Stage Which Transits by Magnetic Field; study of Electrical Integrity of Low Voltage Nuclear Power Cables in Case of Plant Life Extension; a Framework for Behavioural Change Through Incentivization in a Collaborative Virtual Power Plant Ecosystem.","","Conference review","Final","","Scopus","2-s2.0-85084803841"
"Wohlfeld D.","Wohlfeld, Denis (37098296400)","37098296400","Digital twin for the future production – great progress at the research platform ARENA2036; [Digitaler zwilling für die produktion von übermorgen: Große fortschritte auf dem forschungscampus ARENA2036]","2019","ZWF Zeitschrift fuer Wirtschaftlichen Fabrikbetrieb","114","1-2","","65","67","2","5","10.3139/104.112008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064059491&doi=10.3139%2f104.112008&partnerID=40&md5=3545571ada97e0720ed4b27094e0c55e","ARENA2036 is the major research platform in mobility and automation sector in Germany. The entire production chain in the automobile industry is to be digitized completely to answer to the requirements of Industry 4.0 and sustainable automotive engineering. With the creation of a digital twin producers can optimize the value and supply chain efficiently. © Carl Hanser Verlag GmbH & Co. KG.","","Article","Final","","Scopus","2-s2.0-85064059491"
"Ivanov D.; Dolgui A.","Ivanov, Dmitry (56350235000); Dolgui, Alexandre (57201190890)","56350235000; 57201190890","New disruption risk management perspectives in supply chains: Digital twins, the ripple effect, and resileanness","2019","IFAC-PapersOnLine","52","13","","337","342","5","73","10.1016/j.ifacol.2019.11.138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078899874&doi=10.1016%2fj.ifacol.2019.11.138&partnerID=40&md5=feb365fed8b3f53f711df16edd23a503","This paper aims at delineating major features of the two new perspectives in supply chain (SC) disruption risk management, i.e., ripple effect and resileanness. The methodologies to mitigate the SC disruptions and recover in case of severe disruptions are discussed. It observes the reasons and mitigation strategies for the ripple effect in the SC and presents the ripple effect control framework that is comprised of redundancy, flexibility, and resilience. Even though a variety of valuable insights has been developed in the given area in recent years, new research avenues and ripple effect taxonomies are identified for the near future. The special focus is directed towards the supply chain risk analytics for disruption risks and the ripple effect in digital supply chains. In particular, the digital SC twin framework is presented. Copy- © 2019, IFAC (International Federation of Automatic Control) Hosting by Elsevier Ltd. All rights reserved.","","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85078899874"
